2018-04-14 11:02:55.515 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-04-14 16:16:04.326 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-04-14 16:16:06.571 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-04-14 16:16:07.380 [Thread-1] INFO  o.s.context.support.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@64d2d351: startup date [Sat Apr 14 16:16:03 CST 2018]; root of context hierarchy
2018-04-14 16:16:07.388 [Thread-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2018-04-14 23:02:13.241 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-04-14 23:02:13.286 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@306f16f3, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@702b8b12, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@22e357dc, org.springframework.test.context.support.DirtiesContextTestExecutionListener@49912c99, org.springframework.test.context.transaction.TransactionalTestExecutionListener@10163d6, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2dde1bff]
2018-04-14 23:02:13.609 [main] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-mybatis.xml]
2018-04-14 23:02:14.288 [main] INFO  o.s.context.support.GenericApplicationContext - Refreshing org.springframework.context.support.GenericApplicationContext@23c30a20: startup date [Sat Apr 14 23:02:14 CST 2018]; root of context hierarchy
2018-04-14 23:02:14.825 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-04-14 23:02:17.156 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-04-14 23:07:35.846 [Thread-1] INFO  o.s.context.support.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@23c30a20: startup date [Sat Apr 14 23:02:14 CST 2018]; root of context hierarchy
2018-04-14 23:07:35.862 [Thread-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2018-04-14 23:07:44.678 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-04-14 23:07:44.712 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@306f16f3, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@702b8b12, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@22e357dc, org.springframework.test.context.support.DirtiesContextTestExecutionListener@49912c99, org.springframework.test.context.transaction.TransactionalTestExecutionListener@10163d6, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2dde1bff]
2018-04-14 23:07:45.060 [main] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-mybatis.xml]
2018-04-14 23:07:45.514 [main] INFO  o.s.context.support.GenericApplicationContext - Refreshing org.springframework.context.support.GenericApplicationContext@23c30a20: startup date [Sat Apr 14 23:07:45 CST 2018]; root of context hierarchy
2018-04-14 23:07:45.966 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-04-14 23:07:48.456 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-04-14 23:08:02.360 [Thread-1] INFO  o.s.context.support.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@23c30a20: startup date [Sat Apr 14 23:07:45 CST 2018]; root of context hierarchy
2018-04-14 23:08:02.373 [Thread-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2018-04-14 23:08:08.255 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-04-14 23:08:08.281 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@306f16f3, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@702b8b12, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@22e357dc, org.springframework.test.context.support.DirtiesContextTestExecutionListener@49912c99, org.springframework.test.context.transaction.TransactionalTestExecutionListener@10163d6, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2dde1bff]
2018-04-14 23:08:08.432 [main] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-mybatis.xml]
2018-04-14 23:08:09.144 [main] INFO  o.s.context.support.GenericApplicationContext - Refreshing org.springframework.context.support.GenericApplicationContext@23c30a20: startup date [Sat Apr 14 23:08:09 CST 2018]; root of context hierarchy
2018-04-14 23:08:09.716 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-04-14 23:08:11.494 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-04-14 23:08:15.682 [Thread-1] INFO  o.s.context.support.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@23c30a20: startup date [Sat Apr 14 23:08:09 CST 2018]; root of context hierarchy
2018-04-14 23:08:15.690 [Thread-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2018-04-14 23:14:42.021 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-04-14 23:14:42.064 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@306f16f3, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@702b8b12, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@22e357dc, org.springframework.test.context.support.DirtiesContextTestExecutionListener@49912c99, org.springframework.test.context.transaction.TransactionalTestExecutionListener@10163d6, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2dde1bff]
2018-04-14 23:14:42.339 [main] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-mybatis.xml]
2018-04-14 23:14:42.928 [main] INFO  o.s.context.support.GenericApplicationContext - Refreshing org.springframework.context.support.GenericApplicationContext@23c30a20: startup date [Sat Apr 14 23:14:42 CST 2018]; root of context hierarchy
2018-04-14 23:14:43.234 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-04-14 23:14:47.877 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-04-14 23:15:05.784 [Thread-1] INFO  o.s.context.support.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@23c30a20: startup date [Sat Apr 14 23:14:42 CST 2018]; root of context hierarchy
2018-04-14 23:15:05.791 [Thread-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2018-04-14 23:15:15.594 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-04-14 23:15:15.636 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@306f16f3, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@702b8b12, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@22e357dc, org.springframework.test.context.support.DirtiesContextTestExecutionListener@49912c99, org.springframework.test.context.transaction.TransactionalTestExecutionListener@10163d6, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2dde1bff]
2018-04-14 23:15:15.795 [main] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-mybatis.xml]
2018-04-14 23:15:16.482 [main] INFO  o.s.context.support.GenericApplicationContext - Refreshing org.springframework.context.support.GenericApplicationContext@23c30a20: startup date [Sat Apr 14 23:15:16 CST 2018]; root of context hierarchy
2018-04-14 23:15:17.015 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-04-14 23:15:20.560 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-04-14 23:17:36.920 [Thread-1] INFO  o.s.context.support.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@23c30a20: startup date [Sat Apr 14 23:15:16 CST 2018]; root of context hierarchy
2018-04-14 23:17:36.947 [Thread-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2018-04-14 23:17:54.797 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-04-14 23:17:54.860 [main] INFO  o.s.t.c.support.DefaultTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@306f16f3, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@702b8b12, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@22e357dc, org.springframework.test.context.support.DirtiesContextTestExecutionListener@49912c99, org.springframework.test.context.transaction.TransactionalTestExecutionListener@10163d6, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2dde1bff]
2018-04-14 23:17:55.023 [main] INFO  o.s.beans.factory.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-mybatis.xml]
2018-04-14 23:17:55.758 [main] INFO  o.s.context.support.GenericApplicationContext - Refreshing org.springframework.context.support.GenericApplicationContext@23c30a20: startup date [Sat Apr 14 23:17:55 CST 2018]; root of context hierarchy
2018-04-14 23:17:56.085 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-04-14 23:17:58.183 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-04-14 23:18:02.937 [Thread-1] INFO  o.s.context.support.GenericApplicationContext - Closing org.springframework.context.support.GenericApplicationContext@23c30a20: startup date [Sat Apr 14 23:17:55 CST 2018]; root of context hierarchy
2018-04-14 23:18:02.946 [Thread-1] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
